Servidores,Clientes,MensagensPorCliente,AvgLatencyPerMsgAcrossRuns,MedianLatencyPerMsgAcrossRuns,MinLatencyPerMsgAcrossRuns,MaxLatencyPerMsgAcrossRuns,StdDevLatencyPerMsgAcrossRuns,TotalSucessos,TotalFalhas,NumRunsRemaining
8,50,100,10.968764799999999,10.926312,10.831669999999999,11.317164,0.15508118108397334,50000,0,10
8,50,500,11.05797364,10.9109438,10.8566596,11.8310348,0.31326090091647724,250000,0,10
8,50,1000,11.18013228,10.9074809,10.883686200000001,13.2152758,0.725552534814125,500000,0,10
8,50,10000,11.109431402,10.89964942,10.884801300000001,12.612702480000001,0.5429849746972653,5000000,0,10
8,60,1,16.99328333333333,16.201833333333333,10.780166666666666,27.171499999999998,4.915756608211277,600,0,10
8,60,10,11.691185,11.667541666666667,11.10105,12.751816666666667,0.4938664334008974,6000,0,10
8,60,100,11.262565333333333,11.276486666666667,10.94823,11.486706666666668,0.20587682481564762,60000,0,10
8,60,500,11.102754766666667,10.950055166666667,10.798884333333334,12.066689,0.37062885230046055,300000,0,10
8,60,1000,11.349771633333333,10.911279166666667,10.817325666666667,14.405228000000001,1.0935281196911428,600000,0,10
8,60,10000,11.103778863333334,10.870588525,10.846393899999999,12.84980415,0.626165841153605,6000000,0,10
8,70,1,22.24357142857143,19.628,16.336285714285715,33.128,5.926466607047107,700,0,10
8,70,10,12.597088571428571,12.625364285714287,11.545657142857143,13.768742857142858,0.7261719471422223,7000,0,10
8,70,100,11.022593857142857,11.0416,10.785632857142856,11.257362857142857,0.15879378609684533,70000,0,10
8,70,500,11.229435371428572,10.936109142857143,10.855132,13.835478,0.9184214365746838,350000,0,10
8,70,1000,11.351239728571429,10.992028642857143,10.939117285714286,14.581650285714286,1.1358489184652538,700000,0,10
8,70,10000,11.010372117142857,10.940724092857142,10.902801857142856,11.5350247,0.1907954309650659,7000000,0,10
8,80,1,19.478,17.9924375,15.805625000000001,26.905,3.590594278226564,800,0,10
8,80,10,12.623885,12.7333,11.3535375,13.604075,0.8321463889853685,8000,0,10
8,80,100,11.6408925,11.465280625,11.049138750000001,12.7884925,0.5025141990949252,80000,0,10
8,80,500,12.301779550000001,11.338280125,11.2247275,20.69745275,2.9527274821934593,400000,0,10
8,80,1000,11.4646672125,11.44904575,11.259505625,11.753310125,0.1615264617318728,800000,0,10
8,80,10000,11.396365374999998,11.3218894125,11.22464875,11.9193065875,0.2027295038047487,8000000,0,10
8,90,1,19.24748888888889,17.862055555555557,15.401666666666667,33.18022222222222,5.137880353540521,900,0,10
8,90,10,13.426975555555554,13.140094444444443,12.169977777777778,15.288655555555556,1.0870202146316477,9000,0,10
8,90,100,12.813574111111112,11.76791388888889,11.427373333333334,22.167192222222223,3.2941927309796206,90000,0,10
8,90,500,12.276076977777779,11.837803222222222,11.469928666666666,16.21579488888889,1.3982540464076343,450000,0,10
8,90,1000,11.750520266666665,11.739757333333333,11.550408666666668,11.943680333333333,0.1151556407690503,900000,0,10
8,90,10000,11.843474153333334,11.82129475,11.690725811111111,12.147454422222223,0.1264135454648954,9000000,0,10
8,100,1,20.31157,20.280949999999997,16.1156,26.4591,3.1927237424598247,1000,0,10
8,100,10,13.983493999999999,13.659745000000001,13.02837,15.759409999999999,0.8690949712609728,10000,0,10
8,100,100,13.206415799999998,13.0104155,12.229275,15.123654,0.7753644736014732,100000,0,10
8,100,500,12.7349653,12.3200257,12.0761002,16.4954408,1.3297351136040296,500000,0,10
8,100,1000,12.35812798,12.3325171,11.9042986,12.6026532,0.21131447429309816,1000000,0,10
8,100,10000,12.390856223,12.265347615,12.21531387,13.54283667,0.40570760675766665,10000000,0,10
10,10,1,11.167,11.196000000000002,10.725,11.917,0.397611759271668,100,0,10
10,10,10,10.97586,10.972850000000001,10.793800000000001,11.23,0.12048123136452116,1000,0,10
10,10,100,10.905201,10.88816,10.83376,11.15737,0.09265643342177865,10000,0,10
10,10,500,10.984835,10.920232,10.855106,11.689724,0.24915893956580368,50000,0,10
10,10,1000,10.941219,10.913651000000002,10.862272,11.129197999999999,0.07428008254647411,100000,0,10
10,10,10000,10.97969038,10.9131152,10.886408999999999,11.5047901,0.18723314160421448,1000000,0,10
10,20,1,11.3687,11.1075,10.66,13.503,0.9273168642199207,200,0,10
10,20,10,11.34109,11.016825,10.76275,14.2549,1.033761363446881,2000,0,10
10,20,100,10.949774,10.970347499999999,10.821435,11.041665,0.08044169437134793,20000,0,10
10,20,500,11.0498805,10.922812,10.851329,12.262958,0.4285496630914939,100000,0,10
10,20,1000,11.12257455,10.907590500000001,10.8856325,12.905105,0.6280755480510133,200000,0,10
10,20,10000,10.95599654,10.9017562,10.883324750000002,11.399288649999999,0.15959578468515076,2000000,0,10
10,30,1,12.3991,12.425666666666668,10.951666666666666,13.772666666666668,1.0877607313384572,300,0,10
10,30,10,11.253243333333334,10.930383333333333,10.7206,13.4583,0.8422817759727455,3000,0,10
10,30,100,10.934631333333332,10.915038333333333,10.78314,11.193196666666665,0.12490161402351387,30000,0,10
10,30,500,11.167586666666667,10.908240333333332,10.872429333333333,13.463373333333333,0.8073984082599133,150000,0,10
10,30,1000,10.9928925,10.9106405,10.872194,11.727236333333334,0.2600020272500384,300000,0,10
10,30,10000,10.954111016666667,10.90090965,10.889772566666666,11.345927999999999,0.14188508265263483,3000000,0,10
10,40,1,14.153825000000001,14.360625,12.4755,16.86625,1.4891901791186153,400,0,10
10,40,10,11.39272,11.328075,10.8149,12.61145,0.5367590184255042,4000,0,10
10,40,100,10.9275175,10.909077499999999,10.7538375,11.310047500000001,0.14951151996678325,40000,0,10
10,40,500,11.1723016,10.92503125,10.8419225,13.4163855,0.7902910810268929,200000,0,10
10,40,1000,10.963036375,10.9042235,10.863972749999999,11.5084285,0.19358963986227018,400000,0,10
10,40,10000,10.9935116825,10.9027316875,10.8887952,11.6659347,0.2415567217462812,4000000,0,10
10,50,1,14.662540000000002,14.3886,11.001,17.6102,1.7683012715912159,500,0,10
10,50,10,11.965266,11.83422,11.05836,12.8973,0.6495566237604775,5000,0,10
10,50,100,11.3616116,10.935922999999999,10.854512,14.979126,1.2750594740115029,50000,0,10
10,50,500,11.35170332,10.901052400000001,10.8645124,15.409419199999999,1.426019993699387,250000,0,10
10,50,1000,11.13958474,10.9085079,10.8574524,13.113225,0.697620325005942,500000,0,10
10,50,10000,10.947044766,10.89087299,10.8757813,11.302869339999999,0.13325841067874641,5000000,0,10
10,60,1,18.96275,18.489083333333333,13.912,23.58716666666667,3.313821462711653,600,0,10
10,60,10,12.762401666666666,12.682141666666666,11.990533333333333,13.943116666666668,0.649275415483472,6000,0,10
10,60,100,12.241809166666666,11.334344999999999,11.092518333333333,19.90164,2.70280850684624,60000,0,10
10,60,500,11.468772466666667,11.030932166666666,10.912311333333335,14.683090333333334,1.1652259394203992,300000,0,10
10,60,1000,11.164081983333332,11.008135583333333,10.8791255,12.364555833333332,0.4610564284634692,600000,0,10
10,60,10000,10.983471858333333,10.927294608333334,10.8580995,11.376945183333333,0.16215353609030336,6000000,0,10
10,70,1,18.48392857142857,17.351214285714285,12.232,23.333,3.753951185386882,700,0,10
10,70,10,13.98925857142857,13.783807142857142,11.705228571428572,19.82572857142857,2.3347723451147164,7000,0,10
